COUNTRY,GENDER,ENJMATH,PARENJMATH,WEALTH,TEACHERCLASSMANAG,COGNITIVEACTIV,TEACHSTUDRELAT,PV1MATH,PV2MATH,PV3MATH,PV4MATH,PV5MATH
United States of America,Male,Disagree,Disagree,-0.94,-1.3537,-0.5365,-1.0029,366.2642,404.4322,390.4113,358.4748,370.1589
United States of America,Male,Strongly agree,Strongly agree,0.27,0.3431,0.6314,0.4759,419.3878,369.5358,399.9143,418.6088,410.0405
United States of America,Female,Disagree,Agree,-0.24,-0.0983,1.1192,0.2492,322.7216,290.7852,290.0062,237.8174,287.6694
United States of America,Male,Strongly disagree,Agree,-0.24,-0.3798,0.0442,-0.4474,448.2084,464.5661,441.19800000000004,480.1449,435.7454
United States of America,Male,Strongly agree,Disagree,0.91,0.0505,0.4142,0.0111,367.0432,360.8117,377.1693,334.3278,303.1703
United States of America,Female,Strongly agree,Strongly agree,0.57,-2.8224,-1.8184,-2.0157,478.1196,491.3616,492.1405,485.909,531.8663
United States of America,Male,Strongly agree,Disagree,1.33,0.484,1.4681,2.8211,420.7898,493.231,451.9473,415.3373,456.621
United States of America,Male,Disagree,Agree,0.63,-1.3537,-3.0674,-2.6658,396.9544,342.4287,376.702,353.3339,364.23900000000003
United States of America,Male,Strongly disagree,Agree,-0.48,0.484,0.6838,0.0111,479.2102,474.5365,466.7472,456.621,486.9995
United States of America,Female,Agree,Disagree,0.48,0.2299,1.1192,1.0099,446.0274,478.7428,428.1119,460.8272,452.2589
United States of America,Female,Disagree,Disagree,0.91,0.2299,0.537,-0.1673,487.7006,479.9112,456.5431,456.5431,462.7746
United States of America,Male,Strongly disagree,Strongly agree,0.01,0.9208,0.8023,0.0111,506.6288,529.9969,526.8811,546.3546,511.3024
United States of America,Male,Disagree,Agree,0.27,-0.0983,3.4603,-0.1113,410.6637,438.7054,427.8003,409.1058,474.5365
United States of America,Male,Agree,Agree,-1.16,-2.8224,-2.2454,-2.0157,379.0388,410.1963,379.0388,362.6811,403.1859
United States of America,Female,Strongly agree,Strongly disagree,0.57,0.484,0.4532,0.0111,509.5887,543.862,553.9882,536.0726,556.325
United States of America,Female,Agree,Disagree,-0.71,0.9208,-0.2949,1.0099,460.7493,473.9913,474.7702,430.3708,448.2863
United States of America,Female,Strongly disagree,Strongly disagree,0.57,-0.3798,-0.2489,-0.387,450.3895,415.3373,406.769,398.9796,433.2528
United States of America,Male,Strongly disagree,Agree,-1.61,0.1346,0.3408,0.0809,447.4295,435.7454,455.9978,462.2293,438.0823
United States of America,Female,Agree,Agree,1.9,0.3431,0.4532,0.4759,550.8724,536.8515,564.1143,581.251,568.009
United States of America,Female,Disagree,Disagree,-0.71,0.2299,0.6838,0.0809,402.1732,408.4047,423.2045,421.6467,441.899
United States of America,Male,Agree,Disagree,1.33,2.9734,1.4681,1.5296,486.2985,515.1192,512.7824,504.99300000000005,490.1932
United States of America,Male,Agree,Agree,0.27,0.9208,0.6314,1.5296,575.9542,575.1753,508.9656,558.0386,542.4599
United States of America,Male,Agree,Disagree,-0.71,1.2559,0.2055,-0.1113,573.7732,544.9525,528.5948,562.0891,538.721
United States of America,Female,Strongly disagree,Strongly disagree,-1.38,0.3431,0.9446,0.2492,471.5766,525.3233,474.6923,442.7559,501.1762
United States of America,Male,Agree,Strongly agree,1.33,-0.6486,0.537,0.2492,486.9995,542.3041,559.4407,498.6836,529.8411
United States of America,Male,Agree,Agree,0.27,-1.9363,-1.8184,-0.8079,444.9369,428.5792,486.2206,476.0944,458.1788
United States of America,Female,Strongly disagree,Strongly disagree,0.57,-0.5455,0.0442,-0.5138,403.9648,358.0075,372.8073,380.5967,355.6707
United States of America,Female,Disagree,Disagree,-0.71,0.9208,-0.2949,0.3536,361.279,374.52099999999996,350.3739,332.4583,384.6471
United States of America,Female,Disagree,Disagree,-0.48,-0.7808,-1.5051,-0.8079,519.7149,532.9568,499.4625,488.5574,494.7889
United States of America,Male,Strongly agree,Agree,0.27,0.1346,0.0766,-0.2217,641.2292,603.8402,613.1874,554.7671,622.5347
United States of America,Male,Strongly agree,Agree,0.91,0.9208,0.537,1.0099,585.2236,561.8554,603.9181,605.4759,606.2549
United States of America,Female,Disagree,Disagree,0.24,0.669,0.7405,0.3536,330.9005,364.3948,334.0162,320.7743,348.816
United States of America,Male,Agree,Agree,-0.24,0.9208,0.494,1.0099,472.1997,511.1466,508.0308,501.7993,512.7045
United States of America,Male,Strongly agree,Agree,2.97,0.484,3.4603,2.8211,449.9221,442.1327,433.5644,418.7646,439.7959
United States of America,Male,Agree,Strongly agree,0.91,0.669,1.1192,0.2492,761.8866,759.5498,783.6968,775.9075,746.3078
United States of America,Male,Agree,Agree,0.01,-0.0262,0.494,0.1593,390.4113,374.0536,374.0536,382.6219,369.38
United States of America,Female,Agree,Agree,3.02,0.2299,0.5827,0.6209,681.9676,714.683,689.757,753.6298,720.9145
United States of America,Male,Strongly agree,Disagree,-0.24,0.2299,0.8023,0.6209,478.587,482.4817,465.3451,476.2502,513.6392
United States of America,Female,Strongly agree,Disagree,-0.48,-0.237,0.0442,-0.387,505.7719,406.8469,455.14099999999996,416.1941,448.1305
United States of America,Male,Agree,Disagree,-0.48,0.484,1.1192,0.2492,652.2122,663.8962,671.6856,721.5376,694.2748
United States of America,Male,Agree,Disagree,1.9,0.9208,1.1192,1.0099,616.3811,610.1496,598.4655,582.1078,584.4446
United States of America,Female,Strongly disagree,Agree,-0.24,-0.0262,0.3058,0.2492,645.9807,632.7387,653.7701,627.2862,656.8858
United States of America,Female,Disagree,Disagree,-1.16,-0.0983,0.0114,0.3536,401.0827,464.9556,399.5248,435.356,439.2507
United States of America,Male,Strongly disagree,Disagree,-0.71,0.2299,0.6838,0.6209,602.2044,585.0678,620.12,605.3201,604.5412
United States of America,Female,Agree,Disagree,0.27,-0.3069,0.5827,0.4759,417.9857,389.165,411.7542,410.1963,418.7646
United States of America,Female,Agree,Agree,0.01,-0.0983,0.6838,0.3536,430.9939,445.0148,474.6144,464.4882,513.5613
United States of America,Female,Strongly disagree,Disagree,0.57,0.1346,0.537,0.7959,531.0874,527.1927,487.4669,505.3825,477.3407
United States of America,Female,Disagree,Agree,-1.16,0.0505,0.537,1.0099,412.7668,412.7668,449.3768,464.1767,408.8721
United States of America,Male,Strongly agree,Agree,0.91,-1.9363,-0.8636,-1.3056,399.0575,381.1419,395.9417,379.584,402.9522
United States of America,Male,Disagree,Disagree,-0.71,2.9734,2.0051,0.6209,526.8811,554.9229,529.9969,527.6601,553.365
United States of America,Female,Disagree,Disagree,0.57,0.0505,0.4142,0.3536,466.0461,508.1087,412.2994,445.7937,420.8677
United States of America,Male,Strongly agree,Agree,0.57,0.1346,0.5827,0.6209,398.4343,370.3926,365.719,377.403,340.014
United States of America,Male,Agree,Agree,1.33,-0.0983,0.4142,-0.1113,447.9748,454.9852,462.7746,457.32199999999995,433.1749
United States of America,Female,Agree,Agree,-0.71,0.484,1.4681,0.0111,269.7539,300.1324,290.7852,315.7112,283.7747
United States of America,Female,Agree,Agree,-0.71,-0.3798,0.0766,-0.387,424.6845,448.0527,423.9056,430.1371,442.6001
United States of America,Male,Strongly agree,Agree,-1.16,0.1346,0.494,0.7959,483.8838,465.1893,489.3363,508.8098,482.3259
United States of America,Female,Strongly agree,Disagree,-0.24,-0.0983,0.3769,-0.2217,476.8733,489.3363,497.1257,491.6732,459.7367
United States of America,Male,Disagree,Disagree,-0.24,2.9734,1.3374,1.0099,593.0129,598.4655,645.9807,596.1287,591.4551
United States of America,Female,Disagree,Agree,-0.24,0.2299,0.9446,0.6209,563.4133,558.7397,572.7606,601.5812,563.4133
United States of America,Female,Disagree,Disagree,0.01,0.9208,1.1192,0.2492,512.7824,476.1723,493.3089,461.3725,519.7928
United States of America,Male,Agree,Agree,-0.48,1.2559,1.6179,1.0099,674.8014,676.3592,676.3592,672.4646,688.8222
United States of America,Male,Agree,Disagree,1.9,0.9208,1.1192,1.26,556.5587,620.4315,547.9903,531.6327,580.7057
United States of America,Female,Disagree,Agree,-0.24,0.2299,0.2384,-0.1673,624.0146,623.2357,585.0678,675.4245,618.5621
United States of America,Male,Strongly disagree,Strongly disagree,-0.71,0.0505,1.1192,-0.3303,465.423,384.4135,444.3916,488.0122,459.9704
United States of America,Male,Disagree,Disagree,1.9,0.2299,0.3769,0.2492,578.1352,566.4512,556.325,585.9246,613.9663
United States of America,Female,Agree,Agree,0.91,0.484,0.494,0.4759,672.5425,713.8261,710.7104,682.6686,643.7218
United States of America,Male,Disagree,Agree,1.9,0.9208,1.7932,1.8217,613.9663,621.7557,619.4189,630.3240000000001,631.1030000000001
United States of America,Female,Agree,Disagree,0.91,2.9734,2.0051,1.0099,544.0957,537.8642,599.4002,567.4638,583.8215
United States of America,Female,Disagree,Disagree,3.02,0.2299,0.3058,0.3536,493.3089,444.2359,480.06699999999995,473.8355,394.3839
United States of America,Male,Disagree,Strongly agree,0.57,0.669,0.5827,0.7959,420.0888,420.8677,425.5414,454.3621,434.1097
United States of America,Male,Disagree,Agree,0.01,0.9208,-0.5365,1.0099,565.7501,614.8232,573.5395,576.6552,596.1287
United States of America,Male,Disagree,Disagree,1.21,0.2299,0.4142,0.2492,438.0044,440.3412,498.7615,469.9408,402.1732
United States of America,Female,Disagree,Agree,1.33,0.2299,0.537,-0.1673,506.3951,473.6797,504.8372,480.6901,509.5108
United States of America,Male,Agree,Agree,0.27,0.3431,0.4142,0.2492,619.6526,590.053,631.3367,652.368,649.2522
United States of America,Female,Strongly agree,Strongly agree,3.02,0.9208,0.7405,1.0099,649.8754,629.623,660.7805,629.623,637.4124
United States of America,Male,Disagree,Disagree,-0.94,0.9208,0.3408,0.0809,450.5453,470.7976,467.6819,464.5661,515.976
United States of America,Male,Strongly disagree,Disagree,0.91,0.484,0.3769,0.0809,459.4251,490.5826,425.9308,464.8777,487.4669
United States of America,Male,Disagree,Disagree,-0.71,0.2299,0.1088,0.0111,347.1024,400.849,364.23900000000003,400.849,365.0179
United States of America,Female,Strongly agree,Disagree,0.57,0.2299,0.7405,0.2492,442.67800000000005,501.0983,497.9826,548.6135,486.2985
United States of America,Female,Strongly agree,Disagree,0.57,0.669,1.6179,0.6209,381.1419,452.8042,467.60400000000004,456.6989,478.5091
United States of America,Male,Disagree,Disagree,0.91,0.9208,1.1192,1.0099,627.9872,598.3876,588.2614,627.9872,642.0081
United States of America,Female,Strongly disagree,Agree,0.27,-2.8224,-2.2454,-2.6658,366.0305,403.4195,418.9983,387.0618,397.967
United States of America,Female,Strongly disagree,Agree,-0.29,-0.0983,0.0144,-0.3877,339.0014,320.3069,352.2433,356.917,382.6219
United States of America,Female,Agree,Agree,0.01,0.2299,0.4532,0.6209,522.9086,457.4778,510.4456,479.2881,515.8981
United States of America,Female,Strongly disagree,Disagree,0.91,0.2299,0.6838,0.7959,472.9008,457.32199999999995,511.0687,487.7006,473.6797
United States of America,Male,Disagree,Agree,0.27,0.9208,0.7405,0.2492,475.2376,504.0583,449.5326,507.95300000000003,456.5431
United States of America,Female,Strongly disagree,Strongly disagree,0.01,-0.0262,0.3769,0.2492,522.1296,578.2131,520.5717,541.6031,533.0347
United States of America,Male,Disagree,Disagree,0.91,-0.5455,-0.5365,-0.8079,404.5879,349.2834,392.9039,362.5253,385.8934
United States of America,Female,Strongly disagree,Disagree,0.01,0.484,0.9446,0.3536,482.7933,499.9299,475.0039,490.5826,464.8777
United States of America,Male,Strongly disagree,Agree,1.33,-2.8224,-0.5365,-0.8079,436.2907,423.8277,432.39599999999996,442.5222,441.7433
United States of America,Female,Strongly agree,Strongly disagree,0.27,-1.9363,-1.8184,-2.0157,487.8564,470.7197,501.0983,498.7615,529.1401
United States of America,Female,Disagree,Disagree,0.91,0.2299,0.4142,0.2492,582.1857,551.0282,606.3328,547.9124,575.1753
United States of America,Female,Strongly disagree,Disagree,1.33,0.9208,0.2055,1.0099,504.3698,532.4116,505.9277,501.2541,456.8547
United States of America,Male,Disagree,Disagree,1.9,0.2299,-0.7292,0.0111,381.064,413.7794,427.8003,410.6637,435.5897
United States of America,Female,Disagree,Strongly disagree,1.33,0.2299,0.2384,0.2492,593.714,575.7984,587.4825,598.3876,575.7984
United States of America,Male,Agree,Agree,0.57,-0.9781,-0.5365,-0.8079,438.7054,452.7263,441.0422,447.2737,437.1475
United States of America,Female,Disagree,Agree,1.9,0.9208,1.0272,0.2492,531.399,554.7671,558.6618,550.0935,552.4303
United States of America,Female,Strongly disagree,Disagree,-1.85,-1.9363,-2.2454,-2.0157,378.7272,358.4748,405.2111,426.2424,368.601
United States of America,Male,Strongly disagree,Disagree,-0.24,1.6580000000000001,2.0051,1.0099,393.527,447.2737,444.9369,456.621,441.8212
United States of America,Female,Strongly disagree,Disagree,0.27,0.0505,0.537,1.0099,492.53,489.4142,508.1087,576.6552,502.6562
United States of America,Male,Disagree,Disagree,-0.24,0.2299,1.0272,0.1593,480.1449,544.0178,528.439,532.3337,530.7758
United States of America,Male,Agree,Disagree,-0.24,2.9734,0.7405,1.5296,586.1583,600.9581,598.6213,633.6735,623.5473
United States of America,Male,Disagree,Disagree,1.9,0.9208,0.6314,0.6209,420.5562,383.1672,397.967,412.7668,458.7241
United States of America,Male,Agree,Disagree,0.27,-0.3069,0.2055,-0.2217,449.6105,467.5261,457.3999,443.379,421.5688
United States of America,Male,Strongly disagree,Strongly agree,0.01,-0.0262,0.4142,-0.387,458.9578,409.1058,419.23199999999997,437.9265,417.6741
United States of America,Male,Strongly disagree,Strongly disagree,0.57,-0.0983,-0.623,-0.5901,548.6135,557.9607,562.6344,551.7292,554.845
United States of America,Male,Strongly agree,Strongly agree,1.9,0.2299,1.1192,0.6209,644.8123,633.9072,665.8436,630.0125,678.3066
United States of America,Male,Strongly disagree,Strongly agree,1.33,-0.0983,-0.0913,-0.387,317.269,362.4474,337.5214,282.9958,371.7947
United States of America,Female,Agree,Agree,1.33,0.669,0.87,0.6209,606.3328,607.8906,597.7644,640.606,620.3536
United States of America,Female,Strongly disagree,Agree,1.33,0.669,0.1731,0.1593,520.8054,508.3424,482.6375,541.0578,490.4269
United States of America,Male,Strongly disagree,Disagree,3.02,-0.0262,0.537,-0.2757,536.1505,550.1714,552.5082,550.1714,543.9399
United States of America,Female,Disagree,Disagree,-1.16,0.9208,0.8023,1.0099,490.6605,492.9974,536.6179,507.0182,478.1975
United States of America,Male,Strongly agree,Strongly agree,0.91,-0.9781,-0.5365,-0.8079,366.3421,406.8469,354.658,346.0897,380.36300000000006
United States of America,Male,Strongly disagree,Disagree,-0.48,-0.4581,0.2717,-0.3303,546.2767,507.3298,538.4873,504.2141,519.7928
United States of America,Male,Agree,Disagree,0.91,0.0505,0.6838,-0.0524,429.3582,476.0944,455.842,454.2842,478.4312
United States of America,Male,Disagree,Agree,0.27,-0.3798,-3.0674,0.0111,433.2528,465.9682,405.99,459.7367,420.7898
United States of America,Male,Agree,Strongly disagree,-1.38,-0.3069,-0.4638,-0.5901,462.0735,525.1675,529.0622,532.9568,472.1997
United States of America,Female,Strongly disagree,Disagree,1.33,0.1346,-3.0674,-1.3056,418.5309,414.6362,381.1419,402.1732,377.2472
United States of America,Male,Agree,Strongly agree,0.57,0.484,0.5827,0.6209,522.1296,546.2767,521.3507,550.9503,525.2454
United States of America,Female,Disagree,Disagree,1.9,0.484,0.1409,1.0099,405.3669,463.0083,442.7559,448.2084,407.7037
United States of America,Male,Agree,Agree,-0.48,-0.7808,-0.0561,1.0099,465.1114,494.711,478.3533,462.7746,453.4273
United States of America,Male,Strongly agree,Strongly agree,0.57,0.669,0.2384,0.7959,477.88599999999997,495.8015,427.255,459.1915,471.6545
United States of America,Male,Disagree,Agree,3.02,-0.3798,3.4603,-0.2217,426.4761,491.1279,478.6649,453.7389,432.7076
United States of America,Male,Agree,Agree,1.33,0.2299,0.3769,0.2492,394.3839,413.0784,376.4683,401.3943,428.6571
United States of America,Male,Strongly agree,Strongly agree,-0.24,-0.0983,0.2055,-0.387,345.4666,378.9609,412.4552,381.2977,322.8774
United States of America,Female,Strongly disagree,Strongly disagree,-0.94,0.2299,-0.1278,-0.4474,454.3621,399.0575,426.3203,420.8677,417.75199999999995
United States of America,Male,Agree,Agree,0.91,0.2299,0.4142,0.6209,406.769,449.6105,472.1997,429.3582,429.3582
United States of America,Male,Disagree,Agree,-1.16,0.1346,0.3046,0.0809,473.7576,459.7367,435.5897,440.2633,482.3259
United States of America,Male,Strongly disagree,Disagree,0.01,-0.3798,-0.4009,-0.6831,405.99,397.4217,429.3582,419.23199999999997,413.0005
United States of America,Male,Disagree,Agree,-0.71,-0.7808,-2.2454,-1.3056,446.7285,466.2019,493.4647,484.8964,469.3177
United States of America,Male,Disagree,Strongly disagree,0.91,0.0505,0.8023,-0.1673,467.60400000000004,457.4778,458.2567,488.6353,428.6571
United States of America,Male,Disagree,Disagree,-0.48,-0.9781,1.6179,-1.3056,382.54400000000004,398.9017,387.9966,398.9017,429.2803
United States of America,Female,Agree,Strongly agree,1.9,0.3431,0.537,0.6209,624.8715,723.7965,661.4815,656.029,665.3762
United States of America,Male,Strongly agree,Strongly agree,1.9,0.3431,0.4532,0.2492,685.6286,612.4085,656.8079,652.1343,685.6286
United States of America,Male,Strongly disagree,Agree,3.02,-1.9363,-0.4638,-2.0157,537.7863,546.3546,542.4599,485.5974,545.5756
United States of America,Female,Disagree,Agree,0.27,1.2559,1.6179,2.1817,548.5356,606.177,613.9663,556.325,561.7775
United States of America,Male,Agree,Agree,0.27,0.9208,0.5827,1.0099,644.3449,592.935,641.2292,610.0717,627.2083
United States of America,Male,Strongly agree,Agree,1.9,0.1346,0.3058,0.0111,566.5291,586.7814,563.4133,592.234,585.2236
United States of America,Male,Disagree,Disagree,0.57,0.1346,0.3408,0.2492,511.0687,518.0791,486.1427,512.6266,487.7006
United States of America,Female,Strongly disagree,Strongly disagree,1.9,1.2559,1.3374,0.3536,589.1182,633.5177,562.6344,592.234,602.3602
United States of America,Female,Agree,Agree,0.91,2.9734,0.87,2.8211,589.8972,543.1609,580.5499,585.2236,559.5186
United States of America,Male,Disagree,Disagree,1.9,0.9208,0.1409,-0.2217,529.1401,524.4664,550.9503,586.7814,536.1505
United States of America,Male,Agree,Agree,0.27,-0.9781,-0.5365,-0.8079,374.9104,386.5945,416.1941,406.8469,387.3734
United States of America,Male,Disagree,Strongly agree,0.57,-0.9781,-0.5365,-0.8079,469.084,472.1997,474.5365,481.54699999999997,469.084
United States of America,Female,Disagree,Agree,0.27,0.9208,0.5827,0.2492,574.7079,593.4024,594.1813,588.7288,568.4764
United States of America,Male,Disagree,Agree,0.27,-0.5455,-3.0674,0.3536,468.4608,480.1449,501.9551,450.5453,473.9134
United States of America,Male,Disagree,Disagree,1.33,0.9208,0.1731,-0.4474,476.406,446.8064,465.5009,483.4164,481.8585
United States of America,Male,Disagree,Agree,1.33,1.2559,0.5827,0.6209,361.3569,348.8939,380.0514,397.967,360.57800000000003
United States of America,Female,Disagree,Agree,0.91,0.9208,-0.623,1.0099,581.1731,546.1209,579.6152,579.6152,579.6152
United States of America,Male,Agree,Agree,0.91,-0.6486,-0.2949,-1.0029,440.3412,366.3421,409.9626,377.2472,392.04699999999997
United States of America,Female,Disagree,Disagree,1.9,2.9734,0.9446,1.0099,465.9682,473.7576,488.5574,483.1048,448.8316
United States of America,Female,Agree,Agree,1.33,2.1445,0.3769,1.0099,579.2257,578.4468,547.2893,529.3737,591.6887
United States of America,Female,Disagree,Disagree,0.39,1.2559,0.7405,0.7959,534.281,468.0714,480.5344,442.3664,457.9452
United States of America,Female,Strongly agree,Strongly agree,3.02,0.484,1.1192,0.1593,547.0556,546.2767,553.2871,560.2976,529.919
United States of America,Male,Disagree,Disagree,1.33,0.2299,0.6838,0.3536,454.5178,502.81199999999995,512.9382,445.1706,454.5178
United States of America,Female,Agree,Strongly disagree,0.91,0.669,1.1192,-0.2757,467.7598,461.5283,501.2541,500.4752,469.3177
United States of America,Female,Strongly agree,Agree,1.33,0.9208,0.7405,0.7959,586.7035,627.2083,634.9977,603.8402,576.5773
United States of America,Male,Agree,Disagree,1.9,0.9208,0.1409,1.0099,509.6666,451.2463,492.53,470.7197,487.8564
United States of America,Female,Strongly disagree,Agree,0.01,0.484,0.494,0.6209,390.4113,402.0953,420.0109,396.6428,390.4113
United States of America,Male,Disagree,Disagree,1.9,0.9208,0.3408,0.3536,607.6569999999999,624.0146,646.6038,578.0573,602.2044
United States of America,Male,Agree,Strongly agree,0.57,2.1445,0.7405,1.0099,575.0974,591.4551,567.308,558.7397,556.4029
United States of America,Female,Disagree,Agree,1.9,0.2299,0.6838,0.2492,406.8469,413.0784,399.8364,445.7937,459.8146
United States of America,Female,Disagree,Agree,-0.71,-0.3798,0.537,-0.1113,448.8316,458.1788,475.3155,489.3363,431.695
United States of America,Male,Disagree,Disagree,0.91,0.484,0.5827,0.1593,454.3621,449.6884,438.7833,425.5414,439.5622
United States of America,Male,Disagree,Agree,-0.24,0.9208,0.8023,1.0099,485.6753,488.0122,477.88599999999997,463.8651,477.10699999999997
United States of America,Female,Disagree,Agree,-0.24,0.484,0.2717,1.0099,370.6263,368.2895,355.0475,346.4792,363.6158
United States of America,Male,Disagree,Agree,1.33,-0.0983,0.9446,0.0111,377.2472,349.9844,326.6163,299.3535,330.51099999999997
United States of America,Male,Disagree,Agree,-1.16,-0.835,-1.5051,-1.3056,410.6637,367.8221,414.5583,427.0213,402.0953
United States of America,Male,Strongly disagree,Strongly disagree,1.33,2.1445,1.2219,0.6209,501.7215,478.3533,454.9852,514.9634,472.1218
United States of America,Male,Disagree,Disagree,0.91,-0.4581,0.1088,-0.3303,291.5641,378.8051,337.5214,339.0793,371.0157
United States of America,Male,Agree,Disagree,-1.61,-0.0262,0.5827,0.4759,390.4892,384.2577,415.4152,412.2994,436.4465
United States of America,Male,Strongly agree,Agree,-1.61,0.484,-0.0913,0.3536,491.8289,467.6819,546.3546,525.3233,536.2284
United States of America,Male,Disagree,Strongly disagree,-1.16,0.3431,0.3058,0.6209,531.1653,492.2184,545.1862,529.6074,562.3228
United States of America,Female,Strongly disagree,Disagree,0.27,-0.237,0.3408,-0.3303,411.7542,400.849,371.2494,439.017,396.9544
United States of America,Male,Agree,Agree,-0.24,0.0505,0.6838,0.6209,496.3468,527.5043,512.7045,483.8838,520.4938
United States of America,Male,Strongly disagree,Strongly disagree,0.27,0.9208,1.0272,1.0099,509.9003,496.6584,499.7741,455.3747,450.70099999999996
United States of America,Female,Disagree,Disagree,0.91,-0.0983,0.3408,-0.2217,462.7746,476.7955,490.8163,447.9748,440.1854
United States of America,Female,Agree,Agree,3.02,0.9208,-0.4638,0.0111,696.5337,668.492,709.7757,613.1874,660.7026
United States of America,Male,Disagree,Agree,1.33,0.9208,0.7405,0.4759,587.9498,573.15,570.8132,582.4973,573.929
United States of America,Male,Agree,Agree,0.91,2.9734,0.87,1.26,487.9343,526.1022,487.9343,488.7132,480.1449
United States of America,Male,Disagree,Disagree,0.57,0.669,0.2384,-0.8079,517.8455,503.0456,519.4033,488.2458,498.37199999999996
United States of America,Male,Disagree,Disagree,0.91,0.9208,0.6838,0.6209,519.0139,571.9816,529.919,518.2349,538.4873
United States of America,Female,Disagree,Strongly agree,0.57,1.2559,1.4681,0.7959,508.5761,527.2706,549.0809,524.9338,559.986
United States of America,Male,Agree,Agree,0.91,-0.3069,-0.1278,-0.387,587.794,556.6365,567.5417,591.6887,556.6365
United States of America,Male,Strongly disagree,Strongly agree,-0.24,0.1346,1.1192,1.0099,383.4008,386.5166,404.4322,398.9796,428.5792
United States of America,Male,Disagree,Agree,1.33,0.484,0.2055,0.3536,569.3332,580.2384,591.1435,538.1757,556.8702
United States of America,Male,Agree,Disagree,0.57,0.3431,0.2384,0.3536,679.475,666.2331,668.5699,620.2757,672.4646
United States of America,Male,Disagree,Agree,1.33,0.2299,0.7405,1.0099,527.5822,593.0129,576.6552,607.8127,557.9607
United States of America,Female,Disagree,Agree,0.91,1.6580000000000001,0.87,1.0099,625.3388,644.0333,608.2022,617.5495,612.0969
United States of America,Female,Disagree,Disagree,0.57,2.9734,0.3408,0.6209,476.1723,462.9304,424.7624,448.1305,469.9408
United States of America,Male,Agree,Strongly agree,1.33,-2.8224,-2.2454,-2.6658,435.9012,482.6375,460.0483,470.1745,478.7428
United States of America,Female,Disagree,Disagree,3.02,0.2299,0.0114,0.7959,471.7324,505.2267,484.9743,509.1214,511.4582
United States of America,Male,Strongly disagree,Disagree,3.02,0.3431,0.537,0.3536,538.0978,501.4878,536.54,527.9716,535.761
United States of America,Female,Disagree,Agree,0.27,2.9734,1.4681,-0.3303,642.0081,645.1239,646.6817,649.7975,628.7662
United States of America,Female,Strongly disagree,Strongly disagree,1.33,0.484,0.87,0.2492,474.4586,470.564,460.4378,500.9425,461.9956
United States of America,Male,Disagree,Disagree,0.57,0.2299,0.2717,0.2492,461.4504,487.9343,463.7872,452.1031,502.7341
United States of America,Male,Strongly disagree,Agree,1.33,1.2559,0.87,0.6209,476.0944,462.8525,476.0944,450.3895,473.7576
United States of America,Female,Disagree,Agree,1.9,0.9208,0.9446,1.0099,605.398,722.2387,604.6191,654.4711,635.7766
United States of America,Male,Agree,Disagree,-0.48,-0.9781,-0.0913,-0.8079,440.4191,342.2729,399.9143,390.5671,423.2824
United States of America,Female,Disagree,Disagree,0.91,0.9208,0.87,0.3536,566.4512,576.5773,576.5773,569.5669,594.4929
United States of America,Female,Disagree,Disagree,0.01,-0.0983,0.4142,0.0809,429.2803,455.7641,431.6171,435.5118,458.8799
United States of America,Female,Disagree,Disagree,0.57,0.2299,3.4603,1.0099,387.5292,397.6554,375.0662,374.2873,402.329
United States of America,Male,Disagree,Agree,-0.24,0.484,1.4681,2.1817,486.2206,441.0422,464.4103,491.6732,480.76800000000003
United States of America,Male,Strongly agree,Strongly agree,3.02,-0.0983,0.2055,-0.1113,518.1569999999999,515.0413,532.9568,533.7358,557.8828
United States of America,Female,Disagree,Agree,0.57,0.2299,-0.1278,0.3536,469.2398,470.7976,517.5339,483.2606,519.8707
United States of America,Male,Strongly disagree,Agree,0.91,-1.9363,-1.8184,-1.6365,518.3907,449.8442,485.6753,543.3167,545.6535
United States of America,Female,Disagree,Disagree,1.33,0.669,1.0272,0.4759,624.9494,589.8972,588.3393,575.8763,601.5812
United States of America,Male,Disagree,Agree,-0.02,0.2299,0.2055,-0.1673,518.2349,521.3507,459.0357,459.0357,529.919
United States of America,Male,Strongly disagree,Strongly disagree,-0.24,0.1346,0.1813,0.0809,519.7149,497.9047,506.473,470.6418,479.9891
United States of America,Female,Disagree,Agree,0.57,2.1445,0.537,2.1817,512.7824,482.4038,449.6884,447.3516,466.8251
United States of America,Female,Agree,Disagree,0.91,0.9208,0.87,0.3536,576.6552,571.2027,628.0651,611.7074,631.1809
United States of America,Female,Disagree,Disagree,0.57,0.9208,0.4142,0.3536,430.215,448.1305,401.3943,470.7197,419.3099
United States of America,Male,Disagree,Disagree,0.01,0.3431,0.537,0.2492,553.2871,572.7606,536.9294,562.6344,572.7606
United States of America,Female,Disagree,Agree,0.01,0.9208,0.4142,0.4759,447.4295,482.4817,452.8821,476.2502,473.1344
United States of America,Male,Disagree,Disagree,-0.71,1.6580000000000001,0.87,1.26,475.3155,476.0944,518.1569999999999,488.5574,479.9891
United States of America,Female,Agree,Agree,0.57,2.9734,0.8023,1.5296,458.101,488.4795,456.5431,474.4586,474.4586
United States of America,Female,Disagree,Agree,0.57,0.9208,0.7405,0.2492,522.597,535.06,519.4812,526.4917,538.1757
United States of America,Female,Disagree,Agree,0.91,-0.0983,0.2717,-0.2757,400.3038,340.3256,390.1776,368.3673,372.26199999999994
