COUNTRY,GENDER,ENJMATH,PARENJMATH,WEALTH,TEACHERCLASSMANAG,COGNITIVEACTIV,TEACHSTUDRELAT,PV1MATH,PV2MATH,PV3MATH,PV4MATH,PV5MATH
United Arab Emirates,Male,Strongly agree,Strongly agree,-1.99,-0.9781,-0.5365,-0.8079,418.9204,410.3521,398.668,400.2259,401.7838
United Arab Emirates,Male,Disagree,Agree,-1.06,0.2299,0.2055,0.2492,463.5535,439.4064,453.4273,457.32199999999995,498.6057
United Arab Emirates,Male,Disagree,Agree,-0.43,0.484,0.5827,0.0111,367.1989,381.9988,328.2521,326.6942,338.3783
United Arab Emirates,Male,Agree,Agree,0.67,-0.9781,-0.5365,-0.8079,364.0053,326.6163,361.6685,328.9531,327.3952
United Arab Emirates,Male,Strongly agree,Strongly agree,0.37,0.2299,0.5827,0.3536,470.0966,448.2863,482.5596,447.5074,477.88599999999997
United Arab Emirates,Male,Disagree,Strongly agree,-0.84,-0.0983,0.2055,-0.4474,462.0735,466.7472,469.084,441.8212,488.5574
United Arab Emirates,Male,Disagree,Agree,-1.29,0.484,-0.4638,-0.387,401.4722,357.8517,405.3669,392.9039,410.0405
United Arab Emirates,Male,Strongly disagree,Strongly disagree,-2.27,0.9208,0.87,-0.4474,453.7389,433.4865,423.3603,463.0862,417.1288
United Arab Emirates,Female,Disagree,Agree,1.0,-1.9363,-3.0674,-0.8079,520.6496,438.0823,478.587,481.7028,450.5453
United Arab Emirates,Female,Agree,Strongly disagree,-1.06,-0.1679,1.0272,-0.2217,314.5428,338.6898,362.05800000000005,327.7847,396.3312
United Arab Emirates,Female,Disagree,Strongly agree,1.0,-0.237,0.9446,0.1593,440.4191,413.9352,423.2824,454.4399,457.5557
United Arab Emirates,Female,Strongly agree,Strongly agree,0.11,-0.0983,-0.0219,-0.1673,406.2237,376.6241,362.6032,378.9609,386.7503
United Arab Emirates,Female,Disagree,Disagree,1.42,0.2299,0.6838,0.2492,405.99,424.6845,466.7472,407.5479,442.6001
United Arab Emirates,Male,Disagree,Disagree,1.42,-0.6486,0.2055,-0.2217,478.4312,465.1893,510.3677,455.0631,506.473
United Arab Emirates,Male,Strongly disagree,Disagree,0.37,-1.3537,-3.0674,-2.6658,411.5205,427.8782,399.0575,381.1419,361.6685
United Arab Emirates,Male,Disagree,Agree,1.0,-0.5455,0.3408,-0.1113,395.8638,425.4635,389.6323,371.7168,442.6001
United Arab Emirates,Male,Agree,Strongly agree,1.99,-1.9363,-1.0353,-1.6365,427.1771,491.05,456.7768,386.6724,454.4399
United Arab Emirates,Male,Strongly agree,Agree,3.09,-0.7808,-0.2489,-0.8079,523.7654,476.2502,505.0709,453.661,562.7123
United Arab Emirates,Male,Strongly agree,Disagree,-0.38,0.2299,0.9446,1.8217,688.0433,655.3279,668.5699,663.8962,674.8014
United Arab Emirates,Male,Agree,Agree,0.37,0.3431,1.1192,1.5296,606.4885,611.9411,668.0246,612.72,632.1935
United Arab Emirates,Male,Agree,Strongly agree,1.99,-0.1679,-0.0219,-0.2217,516.2876,522.5191,547.4451,541.9925,550.5608
United Arab Emirates,Male,Agree,Strongly agree,1.99,-0.9781,-0.7292,-2.0157,556.2471,505.6161,506.3951,551.5735,523.5317
United Arab Emirates,Male,Strongly agree,Agree,1.0,-0.0262,0.1731,0.2492,461.5283,419.4656,434.2655,439.718,440.49699999999996
United Arab Emirates,Male,Strongly agree,Disagree,-0.14,-0.4581,-0.7292,-0.1113,407.6258,354.658,376.4683,359.3317,364.0053
United Arab Emirates,Male,Strongly agree,Strongly agree,-0.84,-0.9781,-0.8636,-1.0029,287.7473,318.1259,302.5471,319.6838,310.3365
United Arab Emirates,Male,Strongly disagree,Disagree,-0.14,0.0505,0.537,0.6209,331.991,371.7168,355.3591,339.7803,388.8534
United Arab Emirates,Male,Strongly agree,Strongly agree,0.11,0.484,-0.2489,-0.1673,287.0463,353.256,282.3726,295.6146,320.5406
United Arab Emirates,Male,Strongly agree,Strongly agree,-1.49,-1.617,-1.2488,-1.6365,360.0327,331.212,356.917,344.454,314.0754
United Arab Emirates,Male,Agree,Strongly agree,-1.51,-1.3537,-0.8636,-0.8079,284.7874,316.7238,264.535,264.535,317.5027
United Arab Emirates,Male,Disagree,Agree,0.37,-0.4618,0.0442,-0.5901,316.3343,310.8818,294.5241,238.4406,302.3134
United Arab Emirates,Male,Agree,Agree,0.08,-1.9363,-2.2454,-1.0029,244.4384,274.038,267.8065,311.427,264.6908
United Arab Emirates,Male,Strongly agree,Agree,-1.51,-1.3537,-1.8184,-1.6365,322.3321,242.8805,323.1111,344.1424,319.2164
United Arab Emirates,Male,Disagree,Strongly agree,-0.38,-1.9363,-1.8184,-0.8079,472.4334,416.3499,407.0026,397.6554,456.8547
United Arab Emirates,Male,Disagree,Disagree,1.99,-1.9363,-0.1659,-1.6365,242.49099999999999,255.733,197.3127,248.7225,251.8383
United Arab Emirates,Male,Agree,Agree,-0.14,-0.9781,-0.7292,-0.8079,293.9788,290.0841,319.6838,345.3887,315.0101
United Arab Emirates,Male,Disagree,Disagree,0.37,-0.3069,-0.1659,0.0809,361.7464,333.7046,371.0936,400.6933,343.8308
United Arab Emirates,Male,Strongly agree,Strongly agree,3.09,0.669,3.4603,2.8211,321.3195,354.0349,341.5719,283.9305,344.6876
United Arab Emirates,Male,Agree,Agree,-0.14,-0.1679,0.0114,0.3536,405.2111,363.9274,361.5906,398.2007,430.1371
United Arab Emirates,Male,Strongly disagree,Strongly disagree,1.99,-0.0262,-0.5365,-0.1113,270.9223,263.9118,241.3226,221.8492,249.8909
United Arab Emirates,Male,Strongly disagree,Agree,3.09,0.669,0.0114,-0.1113,417.75199999999995,471.4987,442.67800000000005,388.9313,392.82599999999996
United Arab Emirates,Male,Agree,Agree,3.09,-0.0983,3.4603,-0.1113,429.5139,387.4513,358.6306,334.4836,410.8194
United Arab Emirates,Male,Strongly agree,Strongly agree,1.99,-1.9363,-1.0353,-1.0029,525.1675,519.7149,533.7358,573.4616,515.8202
United Arab Emirates,Male,Disagree,Strongly agree,0.37,-0.0262,0.8023,0.2492,397.4996,425.5414,442.67800000000005,438.0044,415.4152
United Arab Emirates,Male,Disagree,Disagree,0.37,-0.3798,-0.2949,-0.5901,346.3234,313.608,347.8813,301.145,339.31300000000005
United Arab Emirates,Male,Agree,Agree,1.99,-0.9781,-0.7292,-1.0029,419.6993,432.9413,488.2458,408.0153,395.5523
United Arab Emirates,Male,Strongly disagree,Agree,0.37,0.2299,0.2717,0.0111,407.7816,392.9818,396.0975,437.3812,403.108
United Arab Emirates,Male,Disagree,Agree,0.37,-0.3798,-0.4009,-0.5901,437.1475,433.2528,501.7993,434.8107,428.5792
United Arab Emirates,Female,Agree,Agree,1.0,0.0505,-2.2454,-0.1673,346.1676,281.5158,344.6098,364.0832,355.5149
United Arab Emirates,Female,Agree,Strongly agree,-1.06,-0.3069,-0.0913,-0.3303,283.3853,250.6699,277.9327,386.98400000000004,319.2164
United Arab Emirates,Female,Disagree,Strongly agree,0.37,-2.8224,-1.0353,-1.6365,307.9218,307.1429,319.6059,311.0375,306.3639
United Arab Emirates,Female,Disagree,Strongly agree,-0.14,-0.237,0.0114,-0.2217,288.3705,268.1181,334.3278,232.287,305.5071
United Arab Emirates,Female,Strongly agree,Strongly agree,0.67,0.669,0.6838,-0.1673,358.7864,368.1337,368.9126,345.5445,309.7134
United Arab Emirates,Female,Agree,Agree,-0.61,-0.7808,1.6179,-1.0029,257.914,321.0079,277.3874,299.1977,236.8827
United Arab Emirates,Female,Agree,Agree,-1.74,0.3431,0.9446,0.3536,477.10699999999997,435.8233,484.1175,484.1175,484.1175
United Arab Emirates,Female,Disagree,Disagree,1.0,-0.237,-0.0561,0.3536,320.3848,372.5736,346.0897,382.6998,309.4797
United Arab Emirates,Female,Disagree,Disagree,-0.14,-0.0983,0.9446,0.2492,411.5984,366.42,367.1989,410.8194,382.7777
United Arab Emirates,Female,Strongly agree,Strongly agree,1.99,0.484,0.537,-0.1673,411.3647,396.5649,402.0174,437.8486,423.8277
United Arab Emirates,Female,Agree,Agree,0.11,-1.3537,-1.5051,-2.0157,415.3373,461.2946,456.621,434.0318,430.1371
United Arab Emirates,Female,Agree,Agree,1.0,-0.4581,-0.1659,-0.3303,432.9413,445.4043,450.0779,431.3834,395.5523
United Arab Emirates,Female,Strongly agree,Strongly agree,3.09,-0.237,0.3058,1.0099,421.6467,423.2045,430.9939,429.436,463.7093
United Arab Emirates,Female,Strongly agree,Strongly agree,-1.06,0.484,0.6314,0.1593,593.1687,547.9903,518.3907,560.4533,562.0112
United Arab Emirates,Female,Strongly agree,Agree,1.0,0.669,0.5827,0.4759,466.2798,428.8908,398.5122,437.4591,417.9857
United Arab Emirates,Female,Strongly disagree,Strongly disagree,1.99,-0.9781,-1.2488,-2.0157,338.6898,372.9631,380.7525,381.5314,381.5314
United Arab Emirates,Female,Disagree,Disagree,3.09,-0.4581,-0.2949,0.2492,475.4713,499.6183,464.5661,490.2711,470.0187
United Arab Emirates,Female,Disagree,Agree,1.99,0.1346,0.6838,-0.4474,370.3926,333.0036,336.1193,308.8565,406.2237
United Arab Emirates,Female,Strongly disagree,Agree,-0.61,0.1346,0.5827,0.0111,475.0039,554.4555,453.9726,490.5826,482.0143
United Arab Emirates,Female,Disagree,Strongly agree,0.37,-0.1679,0.1088,0.3536,473.8355,533.8137,521.3507,539.2662,513.5613
United Arab Emirates,Female,Disagree,Agree,-0.14,-1.9363,-1.8184,-2.6658,478.3533,455.7641,462.7746,490.0374,458.101
United Arab Emirates,Female,Disagree,Agree,-1.51,0.484,0.0766,0.1593,494.7889,490.8942,469.084,480.76800000000003,469.084
United Arab Emirates,Female,Agree,Agree,1.0,-0.0983,0.4142,0.1593,580.0047,601.8149,568.3206,590.1309,534.8263
United Arab Emirates,Male,Agree,Disagree,-2.27,0.0505,1.0272,0.7959,329.6542,339.0014,329.6542,294.60200000000003,319.528
United Arab Emirates,Male,Agree,Agree,-0.61,-1.9363,-3.0674,-1.6365,356.2938,402.2511,380.4409,375.7673,403.0301
United Arab Emirates,Male,Disagree,Agree,0.11,-2.8224,-3.0674,-2.6658,533.0347,507.3298,530.6979,533.0347,542.382
United Arab Emirates,Male,Disagree,Agree,-1.74,-0.237,0.0442,0.0111,373.5083,358.7085,353.256,367.2768,374.2873
United Arab Emirates,Male,Disagree,Agree,-0.38,-0.3069,-0.5365,-0.4474,410.9752,386.0492,394.6175,361.1232,413.31199999999995
United Arab Emirates,Male,Agree,Agree,-1.06,-1.3537,-0.2061,-0.8079,532.879,518.8581,525.0896,493.1531,497.0478
United Arab Emirates,Female,Agree,Agree,0.87,0.2299,0.0114,0.1593,504.3698,526.9590000000001,502.81199999999995,508.2645,488.0122
United Arab Emirates,Female,Strongly disagree,Strongly disagree,1.42,-0.7808,-1.2488,-0.4474,398.9796,430.1371,419.23199999999997,356.13800000000003,422.3477
United Arab Emirates,Female,Strongly agree,Strongly agree,1.0,-0.0983,-0.1278,-0.2217,459.1915,452.96,475.5492,475.5492,487.2332
United Arab Emirates,Female,Strongly agree,Agree,1.99,0.484,-0.0219,0.3536,575.7984,561.7775,556.325,539.1883,581.251
United Arab Emirates,Female,Disagree,Agree,1.0,-0.4581,-0.5365,-0.1113,487.7785,515.0413,524.3885,521.2728,500.2415
United Arab Emirates,Female,Strongly disagree,Strongly disagree,1.42,0.0505,0.3058,-0.1673,356.9949,365.5632,406.0679,353.1002,363.2264
United Arab Emirates,Female,Agree,Agree,1.0,-0.4581,-1.0353,-0.4474,566.5291,556.4029,576.6552,571.9816,586.7814
United Arab Emirates,Female,Agree,Agree,3.09,0.2299,0.1409,0.1593,488.7132,450.5453,508.9656,500.3973,469.2398
United Arab Emirates,Female,Agree,Disagree,1.99,0.2299,0.5827,1.0099,478.3533,458.8799,464.3325,459.6588,476.0165
United Arab Emirates,Male,Disagree,Disagree,1.99,2.9734,3.4603,2.8211,431.1497,432.7076,436.6023,435.8233,433.4865
United Arab Emirates,Male,Strongly agree,Agree,0.49,0.9208,0.8556,1.0099,482.24800000000005,470.564,465.8903,453.4273,430.8381
United Arab Emirates,Male,Strongly disagree,Agree,1.0,-0.7808,-0.1659,-0.5138,398.9796,358.4748,294.60200000000003,341.3382,314.8543
United Arab Emirates,Male,Strongly agree,Agree,3.09,-1.3537,-1.5051,-2.6658,415.3373,434.0318,424.6845,396.6428,394.306
United Arab Emirates,Male,Strongly agree,Agree,1.42,2.1445,1.1192,1.8217,498.37199999999996,427.4887,431.3834,431.3834,436.05699999999996
United Arab Emirates,Male,Agree,Agree,1.62,-0.9781,-0.5365,-0.8079,373.4304,325.9153,325.1363,327.4731,265.9371
United Arab Emirates,Female,Disagree,Agree,3.09,-0.237,-0.5365,-0.1113,409.0279,395.7859,336.5867,372.4178,370.08099999999996
United Arab Emirates,Female,Strongly disagree,Strongly disagree,1.42,-0.4581,-0.2949,-0.5901,382.9335,362.6811,432.7855,407.8595,461.6062
United Arab Emirates,Female,Agree,Disagree,0.37,0.2299,-0.1278,0.3536,400.5375,448.8316,427.0213,430.1371,455.0631
United Arab Emirates,Female,Disagree,Agree,1.99,0.0505,0.4532,0.3536,417.1288,400.7711,372.7294,379.7398,370.3926
United Arab Emirates,Female,Disagree,Agree,1.99,0.2299,0.4142,-0.1673,395.0849,399.7585,366.2642,430.1371,360.0327
United Arab Emirates,Female,Agree,Agree,1.42,0.0505,1.0272,0.6209,467.6819,429.5139,455.9978,416.272,440.4191
United Arab Emirates,Female,Disagree,Agree,3.09,-0.0262,0.8023,0.4759,445.8716,494.1658,483.2606,435.7454,468.4608
United Arab Emirates,Female,Agree,Agree,1.99,0.1346,0.3058,0.0809,499.5404,514.3402,523.6875,501.8772,494.8668
United Arab Emirates,Female,Disagree,Disagree,1.42,-0.0262,0.6838,0.0111,389.0871,459.9704,449.8442,462.3072,459.1915
United Arab Emirates,Female,Strongly disagree,Agree,1.99,-0.1679,0.5827,0.7959,511.2245,480.06699999999995,520.5717,526.8032,487.0774
United Arab Emirates,Female,Strongly agree,Strongly agree,3.09,-0.5455,-0.0913,-0.5138,347.2581,334.0162,314.5428,361.279,376.8578
United Arab Emirates,Male,Disagree,Strongly disagree,-4.77,0.484,-3.0674,-2.6658,350.9191,363.3821,388.3081,369.6136,364.94
United Arab Emirates,Male,Agree,Strongly disagree,1.42,0.484,0.9446,2.8211,394.306,411.4426,410.6637,393.527,437.1475
United Arab Emirates,Male,Agree,Strongly agree,0.11,-0.1679,0.1409,-0.1113,450.0779,462.5409,440.7306,450.8568,429.8255
United Arab Emirates,Male,Strongly agree,Strongly agree,0.67,-2.8224,-1.0353,-2.0157,284.0084,355.6707,279.3348,312.0502,315.9449
United Arab Emirates,Male,Strongly disagree,Strongly disagree,-0.61,-0.3069,-0.5365,0.6209,358.7085,347.0245,343.9087,378.9609,375.8451
United Arab Emirates,Male,Strongly agree,Strongly agree,1.42,-1.3537,-1.2488,-0.7931,517.3781,472.9787,501.7993,532.1779,550.0935
United Arab Emirates,Male,Strongly agree,Disagree,0.37,-0.9781,-0.5365,-0.8079,348.0371,326.2268,253.0067,318.4375,324.66900000000004
United Arab Emirates,Male,Strongly agree,Agree,1.0,-0.9781,-0.1659,-0.1673,339.0014,342.8961,282.139,356.13800000000003,266.5602
United Arab Emirates,Male,Strongly agree,Strongly disagree,1.42,2.1445,1.1192,1.5296,435.5118,441.7433,451.0905,433.1749,439.4064
United Arab Emirates,Male,Agree,Agree,3.09,-0.9781,0.3769,-0.8079,381.9209,381.1419,371.7947,374.9104,413.8573
United Arab Emirates,Male,Strongly agree,Strongly agree,1.99,-0.9781,-0.5365,-0.8079,343.0519,357.8517,423.2824,352.3991,354.7359
United Arab Emirates,Male,Agree,Agree,1.0,0.1346,0.6314,0.0809,418.45300000000003,472.1997,472.1997,474.5365,479.9891
United Arab Emirates,Male,Strongly agree,Strongly agree,1.99,-0.9781,-0.5365,-0.8079,460.8272,381.3756,415.6489,470.1745,422.6593
United Arab Emirates,Male,Strongly disagree,Strongly agree,-0.14,-0.7808,0.2717,1.0099,544.7188,554.0661,546.2767,527.5822,517.456
United Arab Emirates,Female,Strongly disagree,Agree,1.42,0.3431,0.9446,1.5296,466.7472,480.76800000000003,432.4739,408.3268,472.1997
United Arab Emirates,Male,Disagree,Strongly agree,1.0,1.2559,0.494,0.6209,497.0478,485.3638,463.5535,468.2271,533.6579
United Arab Emirates,Male,Strongly agree,Strongly agree,-2.27,1.6580000000000001,0.3408,-0.1113,590.754,572.8384,553.365,553.365,511.3024
United Arab Emirates,Male,Strongly agree,Strongly agree,-0.38,2.1445,1.7932,1.8217,472.4334,514.496,530.8537,479.4438,490.349
United Arab Emirates,Male,Agree,Agree,-0.14,-0.9781,-0.5365,-0.4474,415.6489,449.9221,431.2276,421.8804,416.4278
United Arab Emirates,Male,Agree,Strongly agree,-0.61,0.0505,0.3769,-0.387,467.5261,455.842,451.9473,479.2102,458.9578
United Arab Emirates,Male,Disagree,Agree,-0.38,0.3431,0.2717,0.2492,484.7406,564.1922,551.7292,560.2976,548.6135
United Arab Emirates,Male,Agree,Agree,-0.14,0.0505,0.6314,0.4759,377.3251,279.17900000000003,335.2625,363.3043,367.1989
United Arab Emirates,Male,Agree,Agree,0.37,-0.3069,0.1409,-0.2757,625.5725,577.2784,609.2148,528.9843,560.9207
United Arab Emirates,Male,Agree,Disagree,-0.52,-1.9363,-0.8636,-2.6658,496.0352,450.0779,445.4043,451.6358,490.5826
United Arab Emirates,Male,Strongly agree,Strongly agree,-0.61,2.9734,3.4603,2.8211,597.8423,532.4116,615.7579,572.1374,596.2845
United Arab Emirates,Male,Strongly agree,Strongly agree,1.42,-0.3069,0.1088,0.0111,570.3458,546.1988,513.4834,505.694,544.6409
United Arab Emirates,Male,Agree,Agree,0.67,0.3431,0.3058,-0.5138,550.1714,535.3716,528.3611,511.2245,499.5404
United Arab Emirates,Male,Disagree,Agree,-0.14,0.2299,0.3769,1.0099,545.5756,508.9656,518.3128,552.5861,496.5026
United Arab Emirates,Male,Strongly agree,Strongly agree,0.11,0.1346,0.6838,0.3536,478.4312,467.5261,478.4312,520.4938,487.7785
United Arab Emirates,Male,Agree,Agree,-1.51,1.2559,0.494,1.0099,430.916,437.1475,381.843,381.064,418.45300000000003
United Arab Emirates,Male,Strongly agree,Agree,-1.06,0.9208,0.494,-0.1673,463.3198,475.7828,455.5305,477.3407,462.5409
United Arab Emirates,Male,Disagree,Agree,-1.51,0.9231,0.3769,1.0099,437.4591,414.091,387.6071,437.4591,392.2807
United Arab Emirates,Male,Strongly agree,Strongly agree,0.11,-1.3537,-0.5365,-0.8079,509.7445,565.0491,562.7123,567.3859,513.6392
United Arab Emirates,Male,Agree,Strongly agree,-0.14,-0.0262,0.2384,0.0809,472.2776,449.6884,482.4038,462.1514,508.1087
United Arab Emirates,Male,Agree,Agree,-0.84,0.2299,0.9446,0.0111,499.5404,497.2036,504.2141,514.3402,512.0034
United Arab Emirates,Male,Agree,Agree,-0.61,0.1346,0.3408,-0.0524,437.6149,447.7411,475.0039,425.9308,430.6045
United Arab Emirates,Male,Strongly disagree,Agree,0.67,-0.7808,-0.5365,-0.5138,534.5147,551.6513,546.1988,515.0413,546.1988
United Arab Emirates,Male,Agree,Agree,-0.14,-0.237,0.6838,-0.1113,467.7598,469.3177,457.6336,452.181,438.1601
United Arab Emirates,Male,Disagree,Agree,0.11,-0.0983,0.2717,0.0111,560.4533,558.1165,572.1374,569.8006,580.7057
United Arab Emirates,Female,Strongly disagree,Agree,3.09,0.669,0.0114,0.1593,548.7693,508.2645,537.8642,537.0852,557.3376
United Arab Emirates,Female,Strongly agree,Strongly agree,3.09,-0.0983,0.3058,0.2492,541.5252,562.5565,524.3885,557.1039,529.0622
United Arab Emirates,Female,Disagree,Strongly agree,0.37,0.669,0.5827,0.2492,600.1013,621.9115,620.3536,632.8166,619.5747
United Arab Emirates,Female,Agree,Agree,0.37,-0.9781,0.2844,-0.8079,300.0545,342.8961,339.7803,362.3695,347.5697
United Arab Emirates,Female,Disagree,Agree,-1.06,0.484,0.4532,0.7959,371.1715,407.7816,385.9713,389.0871,379.7398
United Arab Emirates,Female,Strongly agree,Agree,-0.84,-0.0262,0.3408,0.1593,331.1341,306.9871,305.4292,328.0184,293.7451
United Arab Emirates,Female,Agree,Agree,-2.27,-0.3798,-0.0219,-0.2757,390.5671,381.2198,353.1781,344.6098,420.9456
United Arab Emirates,Female,Agree,Agree,-0.38,-0.3798,0.3408,0.0111,251.9941,308.0776,295.6146,253.55200000000002,306.5197
United Arab Emirates,Female,Agree,Strongly disagree,-0.84,0.1346,0.3408,0.4759,256.434,255.6551,284.4758,293.823,240.8553
United Arab Emirates,Female,Agree,Agree,-0.38,0.484,-0.1659,0.1593,389.165,379.8177,392.2807,369.6915,373.5862
United Arab Emirates,Female,Strongly disagree,Agree,0.11,0.1346,0.3058,0.0111,424.6845,391.1902,413.7794,443.379,416.8952
United Arab Emirates,Female,Agree,Strongly disagree,0.37,-0.4581,0.0114,-0.3303,503.0456,503.0456,547.4451,595.7392,480.4565
United Arab Emirates,Female,Agree,Agree,-1.07,-0.0983,0.2717,0.1593,453.5831,476.1723,451.2463,473.8355,441.1201
United Arab Emirates,Female,Agree,Agree,-0.61,-0.237,-0.0561,0.0111,353.7233,421.4909,366.1863,412.9226,355.2812
United Arab Emirates,Female,Strongly agree,Strongly agree,-0.61,0.3431,0.8023,0.6209,455.842,442.6001,481.54699999999997,501.0204,459.7367
United Arab Emirates,Female,Agree,Disagree,1.99,0.1346,0.537,0.2492,555.7797,516.0539,547.2114,526.9590000000001,540.9799
United Arab Emirates,Female,Disagree,Agree,0.11,0.0505,0.2717,0.1593,498.8394,497.2815,458.3346,438.8612,448.2084
United Arab Emirates,Female,Disagree,Agree,-0.14,0.3431,0.494,0.3536,501.9551,491.05,472.3555,455.2189,494.1658
United Arab Emirates,Female,Disagree,Agree,-0.84,-0.3798,0.494,-0.1113,462.1514,429.436,479.2881,441.1201,469.9408
United Arab Emirates,Female,Agree,Strongly agree,-1.51,0.2299,0.3675,0.0111,439.9517,434.4991,386.98400000000004,389.3208,499.9299
United Arab Emirates,Male,Agree,Strongly agree,1.0,0.9208,0.6838,0.2492,528.5169,469.3177,555.0008,516.8328,524.6222
United Arab Emirates,Male,Disagree,Agree,-0.14,-0.0262,0.4142,0.2492,473.44599999999997,430.6045,444.6253,457.0883,375.2999
United Arab Emirates,Male,Agree,Agree,0.52,-1.3537,-1.5051,-1.3056,343.675,286.0337,321.8648,270.4549,309.4018
United Arab Emirates,Male,Strongly agree,Strongly agree,1.42,1.2559,0.7705,0.7959,537.7084,509.6666,494.8668,512.0034,526.0243
United Arab Emirates,Male,Agree,Strongly disagree,1.99,0.2299,0.3408,0.0809,391.8913,319.4501,377.0914,370.8599,398.9017
United Arab Emirates,Male,Agree,Strongly agree,0.11,0.2299,0.4532,0.0809,365.1737,429.8255,422.8151,418.9204,444.6253
United Arab Emirates,Male,Disagree,Disagree,3.09,0.2299,0.5827,0.0111,435.1223,477.9639,439.017,449.9221,401.62800000000004
United Arab Emirates,Male,Agree,Agree,0.11,0.3431,0.537,0.3536,436.836,453.9726,430.6045,417.3625,415.0257
United Arab Emirates,Male,Agree,Disagree,-1.29,0.484,0.494,-0.2217,411.4426,431.695,433.2528,450.3895,413.7794
United Arab Emirates,Male,Strongly disagree,Disagree,3.09,-0.5455,-0.2949,-0.5901,403.5753,429.2803,517.3002,446.4169,408.2489
United Arab Emirates,Male,Strongly disagree,Strongly agree,0.76,0.9208,0.6314,0.2492,448.9095,435.6675,413.8573,412.2994,427.8782
United Arab Emirates,Male,Agree,Agree,1.42,-0.0983,0.3831,0.2492,365.719,308.0776,317.4248,329.1089,311.9723
United Arab Emirates,Male,Disagree,Strongly agree,1.99,-1.3537,-1.8184,-2.6658,489.0248,460.2041,494.4773,495.2563,503.8246
United Arab Emirates,Male,Strongly agree,Agree,0.67,0.484,0.3769,0.6209,527.8159,509.9003,529.3737,500.55300000000005,501.332
United Arab Emirates,Male,Disagree,Strongly agree,1.99,-0.3798,0.494,-0.2757,337.6772,338.4561,388.3081,351.6981,371.1715
United Arab Emirates,Male,Agree,Agree,1.42,-1.3537,-1.0353,-1.6365,294.6799,317.269,301.6903,319.6059,328.9531
United Arab Emirates,Male,Agree,Strongly agree,-0.14,-0.0983,0.2384,0.0111,454.5178,407.7816,466.9808,430.3708,388.3081
United Arab Emirates,Male,Disagree,Disagree,-1.06,-0.1679,0.3408,-0.1673,464.5661,456.7768,414.7141,436.5244,515.976
United Arab Emirates,Male,Agree,Strongly agree,-0.38,-0.0983,0.0766,-0.1673,412.6889,423.594,386.205,439.9517,379.1946
United Arab Emirates,Male,Strongly agree,Agree,-1.29,-0.3798,0.4532,0.2492,336.1972,326.85,385.2703,362.6811,311.2712
United Arab Emirates,Male,Strongly agree,Strongly agree,-0.14,-0.9781,-1.0353,-1.3056,424.6845,356.917,346.7908,385.7377,384.9587
United Arab Emirates,Male,Disagree,Strongly agree,-1.29,2.9734,1.6179,0.2492,279.4906,296.6272,295.0693,310.6481,302.8587
United Arab Emirates,Male,Agree,Agree,1.0,0.1346,0.6838,0.3536,514.7297,436.05699999999996,457.0883,482.7933,452.4147
United Arab Emirates,Male,Strongly agree,Agree,0.37,0.484,0.87,1.26,403.9648,444.4695,448.3642,368.1337,389.165
United Arab Emirates,Male,Strongly disagree,Strongly agree,1.42,-0.0983,-0.4009,0.1593,359.4875,404.6658,427.255,422.5814,396.0975
United Arab Emirates,Male,Agree,Strongly agree,0.37,0.0505,0.2535,-0.1113,406.769,418.45300000000003,417.6741,372.4957,405.99
United Arab Emirates,Male,Disagree,Agree,3.09,0.669,0.9446,-0.1113,436.3686,361.5906,389.6323,360.0327,365.4853
United Arab Emirates,Male,Strongly agree,Strongly agree,1.42,-0.9781,-0.7292,-0.8079,456.0757,445.1706,476.3281,487.2332,449.0653
United Arab Emirates,Male,Agree,Strongly agree,-0.61,-0.4581,-0.0913,-0.1673,413.9352,434.1876,392.9039,403.0301,393.6828
United Arab Emirates,Male,Agree,Agree,1.99,-0.3069,-0.0219,-0.2662,326.7721,305.7408,329.8878,376.6241,304.1829
United Arab Emirates,Male,Strongly disagree,Disagree,1.04,-2.8224,-2.2454,-2.0157,389.6323,299.2756,354.5802,338.2225,363.1485
United Arab Emirates,Male,Disagree,Disagree,1.99,-2.8224,-2.2454,-1.6365,310.1807,275.1285,363.1485,280.5811,289.1494
United Arab Emirates,Male,Strongly agree,Strongly agree,3.09,0.669,1.1192,1.0099,283.2295,339.31300000000005,317.5027,294.1346,288.682
United Arab Emirates,Male,Agree,Disagree,1.18,-2.8224,-0.5365,-1.6365,311.6607,359.9548,336.5867,310.8818,352.9444
United Arab Emirates,Male,Agree,Strongly agree,-0.61,0.0505,0.1731,-0.1673,255.1098,296.3935,311.1933,256.6677,294.8356
United Arab Emirates,Male,Strongly agree,Strongly agree,-0.84,-0.237,0.0676,-0.1113,313.3744,339.8582,290.0062,295.4588,332.8478
United Arab Emirates,Male,Strongly disagree,Disagree,1.0,-0.4581,-0.0219,-0.8079,494.8668,490.9721,522.1296,470.7197,503.4351
United Arab Emirates,Male,Disagree,Agree,1.99,-0.1679,0.0442,-0.1673,590.754,575.9542,541.6809,540.1231,593.8698
United Arab Emirates,Male,Agree,Strongly agree,0.67,-0.4581,-0.3452,-0.4474,463.5535,460.4378,461.2167,497.8268,456.5431
United Arab Emirates,Male,Agree,Strongly agree,1.42,-0.0983,0.0766,0.0111,471.8881,428.2676,430.6045,451.6358,504.6035
United Arab Emirates,Male,Disagree,Disagree,1.42,-0.9781,-1.0353,-0.387,523.6096,477.6523,496.3468,487.7785,497.1257
